"Target","Indicator","Indicator Name","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, poorest quintile, male (household survey data) (%)","","33.04","32.05","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, urban, richest quintile, female (household survey data) (%)","","2.96","1.80","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, poorest quintile, both sexes (household survey data) (%)","","8.27","6.39","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, rural, female (household survey data) (%)","","37.03","40.07","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, rural, fourth quintile, both sexes (household survey data) (%)","","3.48","0.00","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, rural, poorest quintile, both sexes (household survey data) (%)","","6.90","4.62","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, rural, second quintile, female (household survey data) (%)","","27.47","32.08","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, middle quintile, both sexes (household survey data) (%)","","3.57","2.21","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, urban, second quintile, female (household survey data) (%)","","3.76","2.80","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, second quintile, female (household survey data) (%)","","3.03","3.56","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, urban, second quintile, female (household survey data) (%)","","25.83","24.57","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, both sexes (household survey data) (%)","","1.23","0.99","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, rural, poorest quintile, male (household survey data) (%)","","1.41","1.65","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, middle quintile, male (household survey data) (%)","","16.58","17.47","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, rural, middle quintile, male (household survey data) (%)","","13.41","14.50","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, both sexes (household survey data) (%)","","0.45","0.40","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, fourth quintile, male (household survey data) (%)","","10.18","9.96","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, both sexes (household survey data) (%)","","2.84","3.12","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, both sexes (household survey data) (%)","","4.98","3.36","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, female (household survey data) (%)","","11.94","14.36","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, urban, fourth quintile, both sexes (household survey data) (%)","","10.39","10.59","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, rural, female (household survey data) (%)","","3.49","4.60","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, urban, both sexes (household survey data) (%)","","4.94","3.36","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, middle quintile, male (household survey data) (%)","","0.70","0.93","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, rural, second quintile, male (household survey data) (%)","","0.00","0.93","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, richest quintile, both sexes (household survey data) (%)","","5.60","5.09","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, fourth quintile, male (household survey data) (%)","","9.03","4.82","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, female (%)","","7.16","5.83","5.72","6.23","5.48","5.26","5.03","5.08","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, rural, male (household survey data) (%)","","0.97","1.32","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, rural, second quintile, male (household survey data) (%)","","20.96","22.66","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, richest quintile, male (household survey data) (%)","","0.48","0.64","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, urban, poorest quintile, female (household survey data) (%)","","45.36","43.61","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, middle quintile, female (household survey data) (%)","","15.12","13.99","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, rural, middle quintile, both sexes (household survey data) (%)","","1.54","1.46","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, richest quintile, female (household survey data) (%)","","0.40","0.17","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, male (household survey data) (%)","","18.61","18.18","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, second quintile, female (household survey data) (%)","","4.00","4.77","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, urban, male (household survey data) (%)","","15.96","15.98","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, urban, poorest quintile, both sexes (household survey data) (%)","","10.70","9.34","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, urban, second quintile, male (household survey data) (%)","","26.45","25.76","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, middle quintile, male (household survey data) (%)","","0.75","1.01","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, urban, male (household survey data) (%)","","6.44","4.38","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, poorest quintile, female (household survey data) (%)","","7.36","8.89","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, urban, female (household survey data) (%)","","17.07","16.12","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, female (household survey data) (%)","","3.36","2.30","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, urban, middle quintile, male (household survey data) (%)","","5.66","3.88","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, fourth quintile, female (household survey data) (%)","","1.42","1.51","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, fourth quintile, male (household survey data) (%)","","0.28","0.92","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, urban, richest quintile, both sexes (household survey data) (%)","","5.80","5.26","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, rural, second quintile, both sexes (household survey data) (%)","","23.81","26.85","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, fourth quintile, both sexes (household survey data) (%)","","5.64","3.12","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, poorest quintile, female (household survey data) (%)","","6.02","4.66","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, rural, middle quintile, female (household survey data) (%)","","0.00","0.00","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for children of primary school age, both sexes (%)","","6.57","5.29","5.26","5.85","5.12","4.96","4.78","4.89","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, rural, middle quintile, female (household survey data) (%)","","9.34","10.29","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, female (household survey data) (%)","","2.96","3.02","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, both sexes (household survey data) (%)","","0.73","1.06","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, middle quintile, both sexes (household survey data) (%)","","1.21","1.01","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, middle quintile, female (household survey data) (%)","","1.72","1.10","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for youth of upper secondary school age, fourth quintile, both sexes (household survey data) (%)","","10.65","10.78","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, fourth quintile, female (household survey data) (%)","","1.19","1.18","","","","","","","",""
"4.1","4.1.4","Out-of-school rate for adolescents of lower secondary school age, urban, poorest quintile, both sexes (household survey data) (%)","","8.95","9.77","","","","","","","",""
