,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures_mat,schoolsup,famsup,paid_mat,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_mat,G1_mat,G2_mat,G3_mat,failures_por,paid_por,absences_por,G1_por,G2_por,G3_por
547,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1.0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8.0,3.0,5.0,5.0,0.0,no,8.0,10.0,9.0,10.0
548,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0.0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0.0,13.0,15.0,15.0,0.0,no,0.0,11.0,12.0,11.0
549,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1.0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0.0,6.0,8.0,8.0,0.0,no,8.0,7.0,8.0,7.0
550,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0.0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6.0,7.0,10.0,10.0,1.0,no,4.0,9.0,11.0,10.0
551,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1.0,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4.0,6.0,9.0,8.0,2.0,no,4.0,7.0,8.0,6.0
552,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0.0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0.0,8.0,9.0,8.0,0.0,no,2.0,14.0,13.0,12.0
553,GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0.0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0.0,8.0,12.0,12.0,0.0,no,0.0,12.0,12.0,13.0
554,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1.0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2.0,7.0,9.0,8.0,1.0,no,0.0,9.0,10.0,10.0
555,GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0.0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6.0,14.0,12.0,13.0,0.0,no,2.0,14.0,15.0,17.0
556,GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0.0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12.0,11.0,11.0,11.0,0.0,no,4.0,11.0,13.0,14.0
557,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0.0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8.0,15.0,14.0,14.0,0.0,no,2.0,16.0,16.0,16.0
558,GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0.0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0.0,10.0,9.0,0.0,0.0,no,2.0,10.0,11.0,12.0
559,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0.0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21.0,17.0,18.0,18.0,0.0,no,2.0,15.0,15.0,15.0
560,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0.0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2.0,8.0,8.0,8.0,0.0,no,2.0,10.0,10.0,11.0
561,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0.0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1.0,13.0,12.0,12.0,0.0,no,2.0,10.0,11.0,12.0
562,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0.0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4.0,10.0,9.0,9.0,0.0,no,2.0,15.0,12.0,13.0
563,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0.0,9.0,10.0,0.0,0.0,no,0.0,11.0,12.0,13.0
564,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0.0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13.0,17.0,17.0,17.0,0.0,no,6.0,15.0,16.0,16.0
565,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0.0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2.0,9.0,9.0,10.0,0.0,no,0.0,11.0,11.0,14.0
566,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0.0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8.0,12.0,10.0,11.0,0.0,no,8.0,10.0,11.0,12.0
567,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0.0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10.0,10.0,9.0,10.0,0.0,no,4.0,10.0,12.0,14.0
568,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0.0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0.0,6.0,0.0,0.0,0.0,no,12.0,8.0,9.0,10.0
569,GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2.0,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15.0,9.0,9.0,9.0,0.0,no,16.0,11.0,12.0,12.0
570,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4.0,15.0,14.0,14.0,0.0,no,10.0,16.0,16.0,16.0
571,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0.0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2.0,11.0,11.0,11.0,0.0,no,2.0,13.0,13.0,13.0
572,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0.0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2.0,15.0,14.0,14.0,0.0,no,2.0,16.0,17.0,18.0
573,GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0.0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2.0,10.0,10.0,10.0,0.0,no,6.0,15.0,16.0,16.0
574,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0.0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6.0,12.0,12.0,12.0,0.0,no,6.0,12.0,12.0,12.0
575,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0.0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75.0,10.0,9.0,9.0,0.0,no,15.0,12.0,9.0,10.0
576,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0.0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22.0,9.0,9.0,9.0,0.0,no,6.0,11.0,12.0,12.0
577,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1.0,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15.0,9.0,8.0,8.0,1.0,no,2.0,14.0,12.0,13.0
578,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0.0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8.0,10.0,11.0,10.0,0.0,no,0.0,10.0,10.0,10.0
579,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0.0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30.0,8.0,8.0,8.0,0.0,no,22.0,11.0,11.0,10.0
580,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1.0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19.0,11.0,9.0,10.0,0.0,no,18.0,13.0,13.0,13.0
581,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0.0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1.0,12.0,12.0,12.0,0.0,no,2.0,17.0,17.0,18.0
582,GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0.0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4.0,8.0,9.0,10.0,0.0,no,0.0,12.0,13.0,13.0
583,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0.0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4.0,10.0,9.0,11.0,0.0,no,12.0,12.0,12.0,14.0
584,GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0.0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2.0,12.0,10.0,11.0,0.0,no,0.0,12.0,12.0,12.0
585,GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5.0,18.0,18.0,19.0,0.0,no,0.0,18.0,18.0,18.0
586,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6.0,13.0,12.0,12.0,0.0,no,0.0,13.0,13.0,14.0
587,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0.0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6.0,15.0,14.0,14.0,0.0,no,0.0,14.0,15.0,15.0
588,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9.0,15.0,13.0,15.0,0.0,no,0.0,17.0,17.0,17.0
589,GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11.0,12.0,11.0,11.0,0.0,no,2.0,15.0,16.0,16.0
590,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0.0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0.0,15.0,15.0,15.0,0.0,no,0.0,17.0,18.0,18.0
591,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0.0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6.0,18.0,18.0,18.0,0.0,no,0.0,18.0,19.0,19.0
592,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0.0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8.0,14.0,13.0,14.0,0.0,no,0.0,14.0,15.0,15.0
593,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0.0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4.0,14.0,12.0,11.0,0.0,no,0.0,14.0,15.0,15.0
594,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0.0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0.0,10.0,9.0,0.0,0.0,no,2.0,14.0,13.0,13.0
595,GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0.0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10.0,10.0,8.0,8.0,0.0,no,0.0,13.0,14.0,14.0
596,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0.0,14.0,13.0,14.0,0.0,no,0.0,16.0,17.0,17.0
597,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0.0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5.0,16.0,15.0,16.0,0.0,no,0.0,18.0,18.0,17.0
598,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0.0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14.0,12.0,10.0,11.0,0.0,yes,0.0,14.0,15.0,15.0
599,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0.0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0.0,11.0,11.0,10.0,0.0,no,0.0,12.0,13.0,13.0
600,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0.0,15.0,12.0,14.0,0.0,no,0.0,16.0,16.0,16.0
601,GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0.0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0.0,17.0,17.0,18.0,0.0,no,0.0,18.0,18.0,18.0
602,GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0.0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0.0,17.0,18.0,18.0,2.0,no,0.0,14.0,15.0,15.0
603,GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1.0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0.0,15.0,12.0,12.0,0.0,no,0.0,10.0,10.0,11.0
604,GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0.0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0.0,8.0,8.0,0.0,0.0,no,2.0,12.0,12.0,15.0
605,GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9.0,9.0,10.0,9.0,0.0,no,2.0,14.0,15.0,17.0
606,GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0.0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0.0,11.0,11.0,10.0,0.0,no,2.0,15.0,15.0,17.0
607,GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2.0,11.0,11.0,11.0,0.0,no,0.0,12.0,11.0,13.0
608,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23.0,13.0,13.0,13.0,0.0,no,14.0,15.0,14.0,17.0
609,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0.0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12.0,11.0,9.0,9.0,0.0,no,4.0,14.0,13.0,13.0
610,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0.0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3.0,11.0,11.0,11.0,0.0,no,0.0,11.0,11.0,10.0
611,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0.0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1.0,12.0,14.0,15.0,0.0,no,0.0,17.0,18.0,17.0
612,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0.0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0.0,16.0,15.0,15.0,0.0,no,0.0,14.0,14.0,15.0
613,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0.0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3.0,9.0,12.0,11.0,0.0,no,0.0,13.0,14.0,13.0
614,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0.0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3.0,14.0,15.0,16.0,0.0,no,0.0,17.0,18.0,17.0
615,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0.0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8.0,11.0,10.0,10.0,0.0,no,2.0,11.0,10.0,10.0
616,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0.0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7.0,10.0,9.0,9.0,0.0,no,0.0,13.0,12.0,13.0
617,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0.0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4.0,14.0,14.0,14.0,0.0,no,4.0,15.0,14.0,15.0
618,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0.0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2.0,9.0,8.0,8.0,0.0,yes,0.0,11.0,11.0,12.0
619,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0.0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7.0,12.0,14.0,14.0,0.0,no,0.0,15.0,15.0,15.0
620,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0.0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0.0,7.0,0.0,0.0,0.0,no,8.0,10.0,11.0,12.0
621,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0.0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0.0,8.0,8.0,0.0,0.0,no,0.0,10.0,9.0,12.0
622,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0.0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0.0,10.0,9.0,0.0,0.0,no,6.0,14.0,13.0,14.0
623,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0.0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16.0,16.0,15.0,15.0,0.0,no,8.0,11.0,13.0,14.0
624,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0.0,7.0,8.0,0.0,0.0,no,0.0,12.0,13.0,15.0
625,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0.0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7.0,16.0,15.0,17.0,0.0,no,4.0,14.0,14.0,15.0
626,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4.0,9.0,10.0,10.0,0.0,no,0.0,14.0,14.0,16.0
627,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1.0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0.0,10.0,10.0,0.0,0.0,no,0.0,12.0,12.0,13.0
628,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0.0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,11.0,16.0,15.0,15.0,0.0,no,6.0,16.0,16.0,17.0
629,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,1.0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,0.0,9.0,8.0,0.0,0.0,no,18.0,10.0,12.0,14.0
630,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0.0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,4.0,11.0,10.0,10.0,0.0,no,0.0,11.0,12.0,14.0
631,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0.0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,7.0,13.0,13.0,14.0,0.0,no,4.0,14.0,16.0,17.0
632,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0.0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9.0,16.0,15.0,16.0,0.0,no,4.0,15.0,14.0,17.0
633,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0.0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0.0,10.0,10.0,9.0,0.0,no,0.0,14.0,13.0,14.0
634,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0.0,13.0,15.0,15.0,0.0,no,0.0,11.0,12.0,13.0
635,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1.0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10.0,11.0,13.0,13.0,0.0,no,8.0,9.0,10.0,11.0
636,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3.0,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8.0,8.0,7.0,8.0,1.0,no,8.0,10.0,9.0,11.0
637,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0.0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2.0,13.0,13.0,13.0,1.0,no,4.0,8.0,9.0,10.0
638,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1.0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7.0,8.0,7.0,8.0,0.0,no,0.0,9.0,10.0,9.0
639,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1.0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4.0,8.0,8.0,8.0,1.0,no,4.0,8.0,9.0,10.0
640,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0.0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4.0,13.0,11.0,11.0,1.0,yes,4.0,10.0,11.0,11.0
641,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0.0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0.0,10.0,9.0,9.0,0.0,no,0.0,10.0,10.0,10.0
642,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0.0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4.0,12.0,13.0,13.0,0.0,yes,2.0,12.0,12.0,12.0
643,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0.0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2.0,12.0,12.0,11.0,0.0,no,0.0,15.0,14.0,15.0
644,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0.0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4.0,10.0,10.0,10.0,0.0,no,2.0,14.0,13.0,14.0
645,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0.0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0.0,18.0,16.0,16.0,0.0,no,0.0,19.0,17.0,18.0
646,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0.0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0.0,11.0,11.0,10.0,0.0,no,6.0,13.0,12.0,13.0
647,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0.0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0.0,16.0,15.0,15.0,0.0,no,4.0,15.0,14.0,15.0
648,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0.0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0.0,12.0,11.0,12.0,0.0,no,0.0,13.0,13.0,13.0
649,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0.0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4.0,10.0,10.0,10.0,0.0,yes,0.0,8.0,10.0,9.0
650,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0.0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0.0,13.0,13.0,13.0,0.0,no,0.0,15.0,16.0,16.0
651,MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1.0,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0.0,7.0,6.0,0.0,1.0,no,0.0,8.0,8.0,9.0
652,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0.0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0.0,11.0,10.0,10.0,0.0,no,0.0,10.0,10.0,10.0
653,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0.0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10.0,14.0,12.0,11.0,0.0,no,0.0,7.0,5.0,0.0
654,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0.0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3.0,14.0,12.0,12.0,0.0,no,3.0,9.0,10.0,10.0
655,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0.0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8.0,13.0,11.0,11.0,0.0,no,8.0,10.0,11.0,12.0
656,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0.0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14.0,6.0,5.0,5.0,0.0,no,4.0,7.0,8.0,9.0
657,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0.0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0.0,19.0,18.0,19.0,0.0,no,0.0,15.0,17.0,17.0
658,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0.0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2.0,8.0,8.0,10.0,0.0,no,4.0,10.0,11.0,12.0
659,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0.0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4.0,8.0,9.0,10.0,0.0,no,1.0,13.0,14.0,14.0
660,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0.0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0.0,15.0,15.0,15.0,0.0,no,1.0,16.0,16.0,16.0
661,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0.0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17.0,10.0,10.0,10.0,0.0,no,10.0,8.0,9.0,9.0
662,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0.0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4.0,15.0,14.0,14.0,0.0,no,4.0,17.0,18.0,19.0
663,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0.0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5.0,7.0,6.0,7.0,0.0,no,0.0,7.0,7.0,0.0
664,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0.0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2.0,11.0,11.0,10.0,0.0,no,4.0,14.0,15.0,16.0
665,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1.0,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0.0,6.0,5.0,0.0,1.0,no,0.0,5.0,8.0,0.0
666,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1.0,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14.0,6.0,5.0,5.0,1.0,yes,0.0,7.0,7.0,0.0
667,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0.0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2.0,10.0,9.0,10.0,0.0,no,0.0,14.0,17.0,15.0
668,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0.0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7.0,6.0,5.0,6.0,0.0,no,4.0,7.0,9.0,10.0
669,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1.0,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0.0,7.0,5.0,0.0,1.0,no,4.0,10.0,11.0,10.0
670,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0.0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0.0,7.0,9.0,8.0,0.0,no,4.0,15.0,15.0,16.0
671,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1.0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0.0,6.0,5.0,0.0,0.0,no,6.0,11.0,12.0,9.0
672,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0.0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3.0,14.0,16.0,16.0,0.0,no,6.0,10.0,10.0,10.0
